631447.968,6747176.577
632738.799,6746589.835
634267.898,6746400.921
635605.449,6746271.319
636346.336,6745252.167
636478.628,6744392.269
634824.979,6743714.273
633849.326,6743135.496
632847.494,6742449.613
631886.076,6741159.124
630374.431,6740082.609
628390.423,6738840.946
626980.207,6738674.418
625493.594,6738373.231
623966.931,6737936.183
623333.668,6737773.167
623038.248,6737388.461
622704.868,6736381.277
622225.933,6735425.452
622064.800,6734121.384
621441.784,6732127.846
620863.311,6731576.721
620952.596,6730816.881
621063.823,6729877.325
621085.445,6728405.745
620833.334,6726666.464
620612.523,6725333.987
620686.268,6725035.072
620681.272,6724305.391
620990.312,6723340.606
621578.218,6722645.523
622959.263,6719981.351
623499.411,6718681.336
623641.136,6717402.134
623562.156,6716627.650
623813.558,6716200.789
625497.831,6715559.701
623622.145,6714235.695
623329.815,6714829.249
622695.332,6714740.627
622543.998,6714140.289
622026.011,6712085.435
620070.142,6713409.757
620952.898,6715816.760
621214.457,6715962.642
621500.538,6716477.525
621345.897,6717408.695
620940.926,6718593.387
620784.518,6719333.790
620447.972,6720104.868
620118.264,6720669.316
619279.448,6722241.291
618946.320,6722988.089
618749.123,6723660.884
618494.053,6724420.858
618464.487,6725192.958
618442.869,6726191.916
618779.098,6727252.965
618942.491,6728204.778
618558.659,6729485.782
618156.701,6730249.609
618089.528,6730356.741
617737.071,6730716.303
616653.621,6730753.222
615377.790,6730979.874
613474.408,6731511.268
612852.358,6731756.661
611813.488,6732361.485
611606.744,6732436.398
611405.892,6732225.524
610707.619,6730789.476
610442.959,6729892.285
610382.431,6728387.091
610502.973,6727701.938
610400.272,6726297.316
610045.621,6725565.921
609605.872,6724865.516
609361.254,6723786.728
609341.607,6722495.917
609659.181,6720441.269
609803.572,6718636.791
608176.658,6718744.574
608279.605,6719292.964
608212.138,6719529.983
607753.462,6720433.516
607716.347,6721329.082
607774.335,6723613.417
608138.357,6725144.683
608782.936,6727101.968
608460.550,6728077.284
608342.947,6729632.081
609245.720,6731725.703
609743.546,6733036.835
610667.448,6734178.979
609814.624,6734911.354
608328.799,6735960.491
607766.762,6735976.174
607350.562,6735820.566
606803.924,6735484.407
605390.804,6734731.010
604065.481,6733870.445
603615.728,6733530.300
603133.333,6733165.469
602874.319,6732937.837
602577.983,6732745.462
600055.266,6730565.974
599965.870,6730005.498
600238.667,6729205.756
600718.443,6728225.623
601218.338,6727171.006
599510.098,6726840.756
599194.530,6727491.606
598465.466,6728703.214
597952.014,6729157.070
596845.558,6728488.962
595229.257,6727263.968
594622.185,6724847.724
595356.257,6722903.626
594851.104,6718320.581
594023.854,6719016.904
593136.671,6718965.430
592098.305,6718472.178
588223.446,6722298.333
588466.095,6723346.767
588203.231,6724339.657
587227.370,6725698.135
589206.395,6728699.491
589619.794,6728871.918
589289.664,6729002.855
588410.182,6729113.665
587581.754,6732038.370
589232.899,6731877.319
590356.340,6731273.128
591252.986,6730796.986
592542.126,6730058.393
594130.472,6730160.802
595710.488,6731540.925
597693.637,6733353.203
599455.341,6734200.357
600295.141,6735431.028
600137.655,6735584.595
599646.199,6735639.968
598517.158,6735405.032
597173.153,6735033.843
595725.798,6735061.073
594019.232,6735074.302
592466.184,6735174.685
591656.718,6735520.394
592062.127,6737338.802
593137.489,6737279.175
594829.618,6737802.022
598394.474,6738062.491
601266.148,6738219.457
601394.284,6738300.874
601025.591,6738925.305
602401.833,6739935.677
602754.396,6739771.505
605039.030,6739770.848
606646.897,6740436.557
609071.814,6740417.495
611798.533,6739569.157
612598.252,6738669.204
613778.404,6737551.345
614581.740,6736748.434
615310.674,6735817.234
616507.015,6734718.002
617595.491,6734920.335
617978.050,6735608.703
618991.094,6737317.506
619496.208,6738889.468
620105.712,6740285.577
623208.255,6742143.307
624116.307,6742613.208
625532.360,6743114.859
626472.161,6742727.508
627286.217,6742679.739
627707.561,6742929.555
627792.004,6743694.174
627251.266,6743978.857
627382.875,6745717.919
626876.358,6747448.713
628466.674,6747485.994
630107.094,6747459.536
630715.636,6747446.307
631447.968,6747176.577
