6.314479683759999461e+05 6.747176576539999805e+06
6.327387989580000285e+05 6.746589835370000452e+06
6.342678975070000160e+05 6.746400921280000359e+06
6.356054486909999978e+05 6.746271318730000407e+06
6.363463360389999580e+05 6.745252166939999908e+06
6.364786279700000305e+05 6.744392269390000030e+06
6.348249788290000288e+05 6.743714273240000010e+06
6.338493258360000327e+05 6.743135496039999649e+06
6.328474940649999771e+05 6.742449612859999761e+06
6.318860759539999999e+05 6.741159123689999804e+06
6.303744307650000555e+05 6.740082608760000207e+06
6.283904234649999999e+05 6.738840946259999648e+06
6.269802071650000289e+05 6.738674418460000306e+06
6.254935941650000168e+05 6.738373230659999885e+06
6.239669314650000306e+05 6.737936182959999889e+06
6.233336679650000297e+05 6.737773166559999809e+06
6.230382482649999438e+05 6.737388460559999570e+06
6.227048682650000555e+05 6.736381277359999716e+06
6.222259333649999462e+05 6.735425451759999618e+06
6.220648004649999784e+05 6.734121383960000239e+06
6.214417836649999954e+05 6.732127845560000278e+06
6.208633110650000162e+05 6.731576720959999599e+06
6.209525957649999764e+05 6.730816881059999578e+06
6.210638232650000136e+05 6.729877325159999542e+06
6.210854449650000315e+05 6.728405744859999977e+06
6.208333342649999540e+05 6.726666464359999634e+06
6.208651847650000127e+05 6.726337832259999588e+06
6.213637112650000490e+05 6.725933764259999618e+06
6.216476750649999594e+05 6.725404783259999938e+06
6.221820861649999861e+05 6.724685813559999689e+06
6.231365626649999758e+05 6.723932683360000141e+06
6.239814220330000389e+05 6.722965361340000294e+06
6.248763121650000103e+05 6.722417238459999673e+06
6.256249923859999981e+05 6.721770809190000407e+06
6.260670708650000161e+05 6.721457912159999833e+06
6.267270731150000356e+05 6.721456997940000147e+06
6.273905531650000485e+05 6.721393623159999959e+06
6.280275082649999531e+05 6.720940922860000283e+06
6.285013809650000185e+05 6.720252312760000117e+06
6.283447106650000205e+05 6.719799054560000077e+06
6.281896305649999995e+05 6.719364588960000314e+06
6.277543697649999522e+05 6.719042686160000041e+06
6.275391338649999816e+05 6.718442483060000464e+06
6.275411490650000051e+05 6.717972041459999979e+06
6.275964846649999963e+05 6.717304738260000013e+06
6.273713176649999805e+05 6.717176718759999610e+06
6.265703890649999958e+05 6.717193193160000257e+06
6.260634172650000546e+05 6.717457208759999834e+06
6.254306819649999961e+05 6.718280820159999654e+06
6.254385409650000511e+05 6.718785703259999864e+06
6.250616251649999758e+05 6.719566789959999733e+06
6.248982954649999738e+05 6.720325554259999655e+06
6.242184813650000142e+05 6.721665693459999748e+06
6.235144764649999561e+05 6.722111831659999676e+06
6.225528007650000509e+05 6.723450714159999974e+06
6.215305072650000220e+05 6.724317179659999907e+06
6.209311567649999633e+05 6.725276930859999731e+06
6.206125225649999920e+05 6.725333986960000359e+06
6.206862677649999969e+05 6.725035072359999642e+06
6.206812718650000170e+05 6.724305390859999694e+06
6.209903115649999818e+05 6.723340605859999545e+06
6.215782181649999693e+05 6.722645522660000250e+06
6.229592630649999483e+05 6.719981351259999909e+06
6.234994112650000025e+05 6.718681335959999822e+06
6.236411359650000231e+05 6.717402133960000239e+06
6.235621559650000418e+05 6.716627649860000238e+06
6.238135581650000531e+05 6.716200788959999569e+06
6.254978314650000539e+05 6.715559701360000297e+06
6.267958635700000450e+05 6.715014458180000074e+06
6.276401857649999438e+05 6.715075451360000297e+06
6.289469664649999468e+05 6.715517779559999704e+06
6.301715367649999680e+05 6.715056702859999612e+06
6.307193125650000293e+05 6.714536652959999628e+06
6.304163061649999581e+05 6.713644824660000391e+06
6.295827597649999661e+05 6.712580668560000136e+06
6.284503064650000306e+05 6.711494490559999831e+06
6.280734379650000483e+05 6.710793674159999937e+06
6.275283951649999944e+05 6.709759136760000139e+06
6.274016468650000170e+05 6.709278363859999925e+06
6.260153411759999581e+05 6.709431738680000417e+06
6.242796080650000367e+05 6.708897558459999971e+06
6.235679404479999794e+05 6.710199031890000217e+06
6.229593975639999844e+05 6.711627784740000032e+06
6.232944633649999741e+05 6.713533187660000287e+06
6.236221453650000039e+05 6.714235695159999654e+06
6.233298149709999561e+05 6.714829249479999766e+06
6.226953315650000004e+05 6.714740627059999853e+06
6.225439983159999829e+05 6.714140288510000333e+06
6.220260110649999697e+05 6.712085434659999795e+06
6.215821744650000473e+05 6.710373594060000032e+06
6.218021888650000328e+05 6.709945867159999907e+06
6.222185627490000334e+05 6.709583874409999698e+06
6.230520019160000375e+05 6.709120852649999782e+06
6.228701523649999872e+05 6.708233096060000360e+06
6.225360633839999791e+05 6.707414286729999818e+06
6.215694222649999429e+05 6.707102948959999718e+06
6.212497644650000148e+05 6.706693307160000317e+06
6.214303584650000557e+05 6.705380587960000150e+06
6.214129503650000552e+05 6.704816804659999907e+06
6.209184140650000190e+05 6.704554819160000421e+06
6.205533407649999717e+05 6.704656328160000034e+06
6.191578151650000364e+05 6.705240062859999947e+06
6.183186275649999734e+05 6.705250756359999999e+06
6.176493053650000365e+05 6.705072787759999745e+06
6.162830951649999479e+05 6.703938524860000238e+06
6.147886818229999626e+05 6.703806480929999612e+06
6.134740660930000013e+05 6.704027613289999776e+06
6.110062767649999587e+05 6.704634357060000300e+06
6.093340888650000561e+05 6.705178005660000257e+06
6.085131186720000114e+05 6.706874535649999976e+06
6.086718689889999805e+05 6.708263600929999724e+06
6.093531823650000151e+05 6.709380103059999645e+06
6.103737278650000226e+05 6.710701110159999691e+06
6.118468753390000202e+05 6.711174023420000449e+06
6.125405955649999669e+05 6.710916879759999923e+06
6.146197142179999501e+05 6.710763918429999612e+06
6.171264779649999691e+05 6.711179403859999962e+06
6.184429510310000041e+05 6.711279856959999539e+06
6.200701417849999852e+05 6.713409757059999742e+06
6.209528978649999481e+05 6.715816759960000403e+06
6.212144570649999660e+05 6.715962641760000028e+06
6.215005380649999715e+05 6.716477524559999816e+06
6.213458969649999635e+05 6.717408695059999824e+06
6.209409259649999440e+05 6.718593386959999800e+06
6.207845182140000397e+05 6.719333789739999920e+06
6.204479719650000334e+05 6.720104868459999561e+06
6.201182636649999768e+05 6.720669315659999847e+06
6.199619971649999497e+05 6.720667112160000019e+06
6.196262247650000500e+05 6.720634868160000071e+06
6.184268255649999483e+05 6.720416306359999813e+06
6.171496089650000213e+05 6.719931466359999962e+06
6.169642561650000280e+05 6.719632868259999901e+06
6.173335803649999434e+05 6.719260922659999691e+06
6.177333231649999507e+05 6.719017289160000160e+06
6.180294152649999596e+05 6.718742880560000427e+06
6.188223591650000308e+05 6.718478723460000008e+06
6.191155290650000097e+05 6.718220352260000072e+06
6.188345684650000185e+05 6.717982360360000283e+06
6.184452435650000116e+05 6.717985029360000044e+06
6.185633561650000047e+05 6.717697009359999560e+06
6.186824416650000494e+05 6.717006998960000463e+06
6.181982764650000026e+05 6.716690486259999685e+06
6.177875286649999907e+05 6.717144705760000274e+06
6.176106920649999520e+05 6.717680715160000138e+06
6.169409476649999851e+05 6.718428172960000113e+06
6.165146151649999665e+05 6.719091886260000058e+06
6.164074942649999866e+05 6.719070031360000372e+06
6.162990712650000351e+05 6.718601317560000345e+06
6.173857154650000157e+05 6.716108656360000372e+06
6.174935540650000330e+05 6.715441098159999587e+06
